1,568,9860.0987,2019-12-08 09:00:08,18
2,428,11475.0556,2020-12-02 05:38:14,17
3,83,11894.0838,2021-10-12 00:48:05,20
4,551,264.1996,2019-04-20 20:12:48,13
5,315,2362.6207,2019-11-08 12:35:55,9
6,482,2429.0266,2019-01-30 12:09:08,4
7,983,5980.8369,2019-04-13 20:00:49,9
8,617,562.6888,2019-02-17 19:56:10,10
9,163,6719.5046,2018-10-08 16:04:25,4
10,393,16198.5742,2020-10-05 13:40:22,4
11,1036,10140.3001,2021-04-23 18:02:07,7
12,180,1264.2056,2018-04-19 11:37:34,15
13,85,12894.1701,2019-04-01 09:59:16,19
14,864,248.5262,2021-05-09 12:00:08,7
15,621,370.6234,2021-03-25 00:12:52,10
16,55,14846.1164,2021-11-22 06:33:26,16
17,898,1770.8251,2019-12-31 22:54:46,8
18,229,3154.4363,2020-06-01 23:37:03,15
19,720,3986.5357,2022-04-12 21:15:19,8
20,742,630.5229,2020-05-04 08:44:28,17
21,673,2799.0004,2020-06-21 06:59:47,15
22,501,1744.9616,2019-09-11 17:39:22,19
23,150,6489.2935,2019-11-09 03:04:34,7
24,983,223.2223,2019-06-27 09:38:23,15
25,666,305.0864,2021-05-19 23:40:37,6
26,567,8089.7764,2022-02-28 02:40:37,1
27,925,35.2116,2018-05-22 10:23:38,6
28,449,2986.7664,2020-08-07 00:30:11,10
29,383,10003.0706,2021-08-23 05:08:30,4
30,339,4653.0804,2021-01-11 08:11:40,8
31,217,47.6898,2020-05-27 03:41:44,5
32,53,7319.7218,2019-07-07 01:46:33,5
33,211,17434.0777,2021-09-28 03:36:42,7
34,2,6047.6248,2020-09-25 16:16:52,8
35,491,8118.4181,2019-09-23 11:21:04,4
36,818,6837.9461,2020-02-15 14:22:15,2
37,642,7931.3944,2022-05-07 11:09:03,4
38,503,12270.2126,2020-10-14 18:45:18,19
39,170,5931.5388,2020-06-15 06:26:40,5
40,147,6707.2485,2021-12-20 13:40:57,13
41,56,4393.7716,2020-04-22 13:18:45,14
42,854,1333.7807,2018-07-20 23:56:29,8
43,938,9461.2220,2020-03-04 00:21:56,4
44,457,20899.8937,2021-12-23 03:03:44,4
45,711,8565.0780,2021-08-09 01:33:45,5
46,292,124.6097,2018-06-18 03:31:55,10
47,202,480.1308,2022-03-23 16:37:28,13
48,164,411.1618,2019-04-21 19:32:36,15
49,280,4122.9227,2018-04-02 04:18:24,7
50,292,28004.7764,2018-06-08 00:26:57,5
51,527,1819.0591,2019-05-21 11:31:41,12
52,2,152.0216,2018-11-23 21:26:29,15
53,54,6257.0236,2020-09-14 07:11:57,18
54,231,23291.8695,2021-04-10 13:29:53,5
55,351,8707.8189,2020-11-23 19:26:19,20
56,329,2087.8553,2021-02-25 07:50:56,2
57,884,14120.9641,2018-08-30 04:38:13,20
58,1095,12990.4594,2019-10-18 02:10:39,20
59,764,784.7297,2022-06-15 09:53:21,3
60,763,129.2610,2018-04-20 15:20:13,12
61,748,2722.1663,2020-09-14 15:29:04,8
62,267,16355.0454,2019-09-12 19:18:22,13
63,269,2322.5757,2020-12-03 00:04:37,15
64,73,6400.9376,2018-02-02 03:17:16,15
65,442,1946.1370,2022-06-12 23:22:49,9
66,150,5959.4837,2021-08-05 07:00:57,15
67,601,428.2895,2021-03-12 22:28:49,3
68,642,16950.3229,2020-12-08 11:54:59,13
69,973,1755.2733,2018-02-03 07:04:25,1
70,495,17263.0146,2021-04-16 00:20:49,7
71,982,1083.6022,2020-06-06 00:41:05,20
72,211,1984.4748,2018-02-10 09:23:00,13
73,549,753.1018,2022-07-06 16:44:42,3
74,409,16137.1629,2019-06-26 12:04:11,1
75,8,1237.2235,2022-02-03 05:28:53,17
76,1015,12865.6527,2022-05-24 01:08:07,4
77,752,569.4893,2021-12-23 09:24:08,10
78,821,33.9357,2018-10-31 03:36:43,6
79,1001,155.8918,2020-12-01 13:36:03,2
80,773,672.5625,2020-03-28 18:10:27,15
81,690,13253.1782,2022-03-14 21:29:44,20
82,611,764.9675,2020-11-17 01:07:02,6
83,173,3964.0749,2018-10-07 23:37:41,4
84,458,5791.2763,2019-08-12 04:36:44,20
85,502,10021.4892,2018-07-13 22:27:28,11
86,190,8297.8684,2021-11-15 09:17:57,11
87,559,14514.7640,2018-05-25 20:04:27,19
88,824,13383.3347,2020-01-18 21:03:02,7
89,966,3479.1672,2019-10-20 16:31:56,4
90,245,2283.7425,2020-01-24 00:03:58,3
91,314,33246.7033,2019-10-01 11:56:08,19
92,752,8520.3599,2018-05-13 04:49:46,16
93,1030,4196.5638,2021-12-07 04:22:00,9
94,919,17649.7603,2018-08-08 14:35:30,11
95,756,14633.6571,2018-07-28 13:09:02,5
96,1007,12853.8791,2022-01-29 02:09:46,20
97,124,4025.2716,2020-02-14 22:45:20,9
98,590,14997.8296,2018-10-02 20:14:32,18
99,879,2401.0126,2022-04-05 13:46:41,3
100,17,2711.0111,2020-10-06 14:37:18,19
101,1027,9647.9472,2018-05-22 05:55:38,9
102,724,24020.4964,2022-02-14 12:16:36,19
103,504,2322.6866,2020-08-01 06:30:57,13
104,418,8728.8755,2018-04-26 05:56:20,18
105,820,1367.3803,2019-07-09 21:47:06,15
106,843,8761.0680,2020-09-03 09:09:32,18
107,48,15009.0626,2022-03-02 22:51:45,11
108,1080,5100.9837,2021-04-20 00:53:15,12
109,488,4555.6687,2018-02-17 06:08:04,5
110,648,4390.0142,2020-08-17 16:23:28,11
111,824,3554.2723,2021-12-05 19:49:48,2
112,702,3820.5081,2021-09-19 20:39:43,14
113,95,26307.2273,2022-05-17 13:41:47,19
114,358,192.1231,2020-03-27 23:40:57,10
115,920,375.6781,2022-02-01 11:22:24,2
116,214,14718.0293,2020-09-30 06:29:19,5
117,249,4352.1496,2022-05-15 02:58:35,9
118,284,1588.0443,2020-04-03 07:06:34,15
119,44,6539.7607,2021-01-04 04:05:10,8
120,1065,6155.5550,2019-11-06 04:28:17,9
121,994,10674.6048,2020-03-11 13:01:09,11
122,527,339.3207,2021-11-02 06:15:05,10
123,210,18882.6001,2020-11-20 14:07:03,11
124,535,53.1667,2020-03-05 01:00:01,10
125,421,820.4818,2019-04-28 02:34:26,16
126,427,10254.2564,2020-05-08 14:20:16,13
127,899,11432.8597,2022-02-20 08:32:08,19
128,134,2419.1613,2019-07-19 08:49:35,7
129,395,3961.9295,2018-04-13 12:34:49,6
130,419,27011.4482,2020-08-06 02:13:40,5
131,1015,10521.8220,2018-08-19 16:48:43,1
132,647,2727.2459,2021-01-16 00:42:12,7
133,195,4448.1834,2020-02-06 13:33:34,3
134,583,1589.1957,2019-04-01 10:24:20,8
135,903,14123.3737,2019-09-01 14:24:03,4
136,115,4405.8373,2020-06-10 19:43:32,8
137,571,397.8454,2021-01-21 08:23:43,4
138,642,5466.2209,2022-04-28 12:38:02,15
139,673,9025.0277,2018-10-09 03:20:24,11
140,1093,9005.9339,2020-06-29 20:52:40,18
141,494,18836.6319,2018-03-18 01:39:29,20
142,861,440.0014,2021-12-17 11:27:14,1
143,489,8809.7274,2019-06-12 12:09:26,3
144,382,813.8681,2021-01-18 11:50:27,15
145,977,7556.3000,2022-03-12 18:53:30,12
146,88,2677.7800,2020-05-07 00:31:00,15
147,670,1166.4655,2019-11-15 21:55:00,18
148,187,12007.4646,2019-07-07 07:21:00,13
149,324,6231.7929,2021-12-17 16:55:31,18
150,648,19822.3750,2018-03-26 08:20:46,19
151,937,2612.2294,2019-11-09 21:29:39,5
152,664,12610.6607,2018-07-29 13:01:06,19
153,335,14615.8704,2018-04-21 13:49:41,16
154,416,1235.9877,2022-05-07 09:24:38,15
155,358,5549.5368,2020-10-20 15:44:41,17
